sep_real_TRBJ,n_nhood,n_NKILC_cells,n_T_cells,sep_A_GEXonly,perm_null_mean_sep,perm_null_sd_sep,perm_n,perm_pvalue,sep_C_productive_only
0.023083946848561854,632,217,10542,-0.056826013830627464,-0.0035293878879868353,0.03888313393653714,200,0.2935323383084577,0.023083946848561854
